Node,Centrality
39076461,0.017344849064930733
39076490,0.015265234439149126
39076504,0.0157740230553266
42421728,0.014607625715793065
42421731,0.014439543472365498
42421737,0.014297590757680468
42421741,0.014181965768067559
42421745,0.013988920679747807
42421749,0.01390181810266002
42421751,0.014095342087560019
42421769,0.013886138990723074
42421772,0.013616904877488777
42421775,0.013927541116335854
42421776,0.01412326945041261
42421778,0.014323011478840244
42421783,0.015605351936616106
42421785,0.015407798399445078
42421786,0.015365169414819042
42421791,0.015132297202487816
42421800,0.013853132862990133
42421803,0.013744995933975313
42421806,0.01353324069765696
42421809,0.01351567522407161
42421810,0.013512331120365071
42421820,0.013557789901072847
42421828,0.016406061396661228
42421852,0.015005169115298426
42421857,0.01468687921105628
42421865,0.014530149195400837
42421877,0.015078750951187176
42421889,0.014857493204865062
42421941,0.017546925565640924
42421946,0.01717235269548916
42421951,0.01747121519717304
42421960,0.01759246444812072
42421965,0.01781732569402122
42421969,0.014988292753584686
42421972,0.01442171989579132
42421974,0.014385825462253398
42421982,0.014417705195383315
42421985,0.014334867194842352
42421993,0.014585978419430108
42421996,0.014479358574674353
42422000,0.014273526912220669
42422006,0.014205685033513627
42422016,0.014132544036472577
42422018,0.014152680214934361
42422026,0.0167314784630175
42422028,0.017000046345852678
42422038,0.01730679693424622
42422042,0.017022879312864076
42422050,0.01685767056608574
42422053,0.016769364652967206
42422086,0.01622379064524014
42422110,0.01847268568693755
42422168,0.019151681964869383
42422258,0.014688396701549882
42422270,0.017778446671472672
42422283,0.018308354238462526
42422399,0.014627521714139407
42422449,0.01882142601770742
42422509,0.018527948170118023
42422592,0.014530187471848777
42422899,0.019469569259495244
42423020,0.019435651726926767
42423039,0.019247630473972235
42423051,0.0191930994289539
42423070,0.0144592833693248
42423101,0.016515483148969345
42423116,0.017325910951750127
42423170,0.019262357648347994
42423189,0.019634390232451598
42423203,0.019524247329554403
42423295,0.018346725642438853
42423296,0.01854029788940638
42423307,0.018384087821698165
42423456,0.014810291504363072
42423514,0.014689291969509733
42423549,0.019025535076041728
42423564,0.017269300680399953
42423565,0.01698184284838961
42423579,0.01703023226337029
42423674,0.015838436310518855
42423752,0.018483388475909444
42423774,0.019422395441146312
42423832,0.015658475550452605
42423836,0.01605730588978759
42423847,0.01566833585485471
42423885,0.01649246627562942
42424025,0.01922980118771282
42424032,0.014096952357599625
42424089,0.017337903191525342
42424117,0.018984007044968224
42424133,0.018981250180044873
42424142,0.014844278227399444
42424145,0.018322676759712886
42424218,0.01468858445412937
42424225,0.013942728840754945
42424235,0.01668746509407056
42424258,0.0
42424334,1.8070765116195018e-05
42424347,2.4094353488260022e-05
42424354,2.710614767429253e-05
42424408,0.015111353093232303
42424439,0.01601713111612242
42424531,0.017158629134128137
42424551,0.01745865659200301
42424576,0.017793403887775668
42424610,0.015271210523091822
42424619,0.014595577352596503
42424630,0.014385813459706262
42424641,0.018100822070486446
42424672,0.018826481781352704
42424679,0.014394193478761703
42424698,0.014803816371004652
42424701,0.014863931273619096
42424703,0.014671409333361378
42424706,0.014252566859135526
42424757,0.01720032704583419
42424758,0.01744218252586135
42424789,0.015993176394251844
42424851,0.013981417568002629
42424864,0.01441622427892867
42424937,0.014459711696060447
42425088,0.014791466134877562
42425100,0.018213506175892857
42425127,0.016233932582532116
42425188,0.014756863770306737
42425232,0.016222497552484436
42425242,0.015066905035481198
42425348,0.014993381426446224
42425417,0.017115693493800144
42425425,0.016390339232349317
42425484,0.016611838040941136
42425570,0.01596637638297823
42425681,0.018382654127603582
42425747,0.019694864442647116
42425758,0.018359293181136504
42425780,0.015220423860885022
42425955,0.017279985706000874
42425959,0.01458923068401284
42426060,0.014389064145451677
42426089,0.014599459879435917
42426135,0.019316079381107375
42426374,0.015131915278507498
42426418,0.01453243082390993
42426665,0.016879166801271255
42426747,0.01758700098816933
42426799,0.016935770979046173
42426805,0.017017018322353587
42426810,0.016863633670555413
42426816,0.019434288992655327
42426851,0.019217004894019826
42426865,0.019051827608047436
42426875,0.018375225783079582
42426957,0.017442165979106465
42426968,0.016965149647489942
42426971,0.016827286738608314
42427009,0.01862719018615235
42427016,0.017148914655227904
42427030,0.017393001186017224
42427036,0.01770135449860815
42427070,0.013546595339136127
42427086,0.015110301614384921
42427112,0.014995187126214851
42427115,0.01477460770657153
42427122,0.014650747840946774
42427126,0.014544156518207424
42427128,0.014593835715723228
42427133,0.01480664183773819
42427136,0.014592005707157345
42427139,0.014673415451497342
42427143,0.014765708667595606
42427146,0.01475324433119029
42427150,0.014743602481690814
42427152,0.014949283305538939
42427156,0.015010171222171999
42427159,0.015237402165794209
42427164,0.015471970241317957
42427168,0.01571441939684842
42427185,0.016013392469097103
42427190,0.015901080875452948
42427196,0.015654922348066782
42427206,0.015414713713826519
42427212,0.015182082771334472
42427216,0.015175257658782231
42427236,0.017050089062568278
42427242,0.017203052232541385
42427249,0.016444942584828003
42427251,0.016878929202568473
42427254,0.0165994300068547
42427256,0.01683827973095623
42427278,0.017722711336039632
42427300,0.017352739431869785
42427305,0.017058942660479585
42427307,0.01677238337714514
42427311,0.01671138932580107
42427316,0.017007610320598505
42427319,0.01690140669202906
42427322,0.0166200669565325
42427324,0.016368650776393764
42427327,0.016364076255478466
42427335,0.017157470927809115
42427337,0.0172487145501979
42427340,0.017341827962152747
42427345,0.017364801652796007
42427346,0.016931731571219095
42427352,0.01816003504820092
42427358,0.018468782781666755
42427369,0.015859936291634076
42427371,0.015370166043831927
42427374,0.015418634860758687
42427381,0.015066789798161452
42427386,0.015115332650763093
42427390,0.014707313394209894
42427393,0.014722635123472352
42427411,0.016390066493488755
42427412,0.01627220285510569
42427423,0.01598953235226432
42427426,0.015748055301970387
42427427,0.01566069169807734
42427477,0.015453681768188508
42427483,0.01526264090558357
42427494,0.015243192183483087
42427504,0.013961751305211316
42427507,0.014159684916706999
42427519,0.015471761928031855
42427523,0.015111936851350488
42427531,0.015006802089704145
42427538,0.015060964380058418
42427649,0.015282194363350937
42427735,0.015509675982307083
42427742,0.01750149966277622
42427744,0.017761809979341847
42427750,0.017610927306889484
42427762,0.016063782691652796
42427764,0.01609292029891283
42427768,0.015642158671494114
42427769,0.01578323091911722
42427773,0.015783434154941944
42427780,0.015496986856674307
42427782,0.01545413639635797
42427786,0.01680473959949311
42427787,0.016552023856960456
42427797,0.016323643494915246
42427805,0.01622968613309656
42427812,0.016008270939280422
42427821,0.015600580706500803
42427824,0.015465038158711907
42427828,0.01523852192785313
42427834,0.01803186096732529
42427844,0.015168180063347001
42427846,0.015299862522175961
42427849,0.015733815282679767
42427852,0.015983634009192185
42427855,0.01624205431000087
42427859,0.016509570956185743
42427863,0.016545762862452407
42427867,0.016371837941020057
42427870,0.016215663332347734
42427873,0.01595702289493077
42427877,0.015760686216707415
42427881,0.015839423275487277
42427883,0.01577517796239897
42427888,0.015955988910619286
42427891,0.01620336386005459
42427894,0.01646560983109867
42427915,0.014067532129476002
42427926,0.014900640071857603
42427934,0.013507814242504135
42427936,0.013693055325476057
42427939,0.013883412759526086
42427956,0.017287941779801842
42427965,0.019175091002421454
42427968,0.019248335735337463
42427970,0.019071167779429982
42427972,0.018717142564944642
42427975,0.018375715513708608
42427979,0.018044768092139184
42427985,0.017725769775517704
42427991,0.0176250631878463
42427996,0.017599773062890175
42428003,0.01761117471478978
42428005,0.01764101012991251
42428007,0.017338464542873574
42428010,0.017049525148337536
42428012,0.01677188868066158
42428013,0.0165046555923361
42428014,0.016247666344077826
42428015,0.016001142505231138
42428016,0.01576422217931332
42428020,0.015536718243355955
42428022,0.01530125889351687
42428024,0.015159138201294463
42428027,0.015113899602958392
42428029,0.015093910861713796
42428032,0.015321285990523438
42428034,0.01554286064556816
42428037,0.015773698268180023
42428039,0.016013968962514103
42428043,0.016263700880910517
42428045,0.016528939763893555
42428047,0.016803357364281502
42428049,0.017081542758308935
42428052,0.017373782714961306
42428061,0.013619382833864473
42428063,0.013695618886783244
42428065,0.013933940990757072
42428068,0.01412952475022035
42428072,0.014322992882458299
42428080,0.017293882466999883
42428082,0.017090238429602625
42428086,0.016821651978698806
42428090,0.016563137484726008
42428094,0.016315010483603527
42428103,0.015887523834447775
42428107,0.016143430352248682
42428114,0.015024117125916586
42428124,0.016407501053969716
42428130,0.016143383104544044
42428134,0.015639763641430618
42428144,0.01540284179504357
42428170,0.01559889536347056
42428174,0.015825044856787263
42428179,0.016038708896722317
42428183,0.016096052649867413
42428192,0.016345653549756773
42428198,0.01646137888473617
42428201,0.01673282859322645
42428206,0.015955891981460184
42428212,0.01568813866698601
42428220,0.01645720903482131
42428223,0.016323643494915246
42428227,0.01677046085449447
42428232,0.016999894401464776
42428253,0.017581479275946842
42428258,0.01723005564132961
42428264,0.0175288862532804
42428268,0.017202864445916427
42428272,0.017444240083693878
42428277,0.017139227146886944
42428283,0.017433384084390227
42428287,0.01773985106296265
42428297,0.017104478625566612
42428303,0.01660484686758046
42428305,0.016240614847823753
42428307,0.016405456327986147
42428308,0.015900709580959974
42428310,0.016058418499243617
42428312,0.015639816856352823
42428313,0.015758659946973428
42428315,0.015298801620129152
42428321,0.015482801575503073
42428328,0.015279476550422427
42428329,0.015405823120124056
42428332,0.014884238872860809
42428365,0.017594815789931204
42428368,0.017910437132999026
42428371,0.01736722376517989
